Selected_IDs,Mean_Activity,Mean_Local_Sensitivity,Mean_Tanimoto_Similarity,Spatial_Diversity,Property_Diversity,Composite_Score
12;80;140;211;233;271;276;300,5.764766878,2.7491887904297916,0.0,19.27725743759496,4.232403582384151,0.2631532774347792
82;101;121;123;127;211;266;293,6.262239290875,3.0385279792369966,0.01708074535714286,18.319212816413238,4.162840398829409,0.26294639239644396
1;27;68;82;121;140;257;316,5.3598146203749994,2.3813473113892787,0.0,20.679198707697562,4.046394444461469,0.2629401847073622
1;28;68;85;121;127;128;140,6.633360389125,3.52120240905825,0.015714285714285715,17.891626823253663,3.4544728674930267,0.26293107110150565
82;91;127;164;211;233;257;284,6.648018066375,3.2847308785759877,0.01612903225,16.070693526077797,4.427664410873946,0.2628533542947674
68;82;85;101;127;236;266;276,6.661783783500001,3.531387118143638,0.022727272714285714,18.48909603099735,4.084352640755319,0.2628331366190339
66;82;85;101;211;233;276;284,6.892860396,3.4891596159466016,0.01708074535714286,15.174617988807768,3.8221416662857806,0.26279038496680107
1;12;101;233;257;276;293;316,6.6779055798749996,3.5702349532048454,0.0,15.897550741411738,3.9475832951932444,0.2626499273377542
12;86;101;122;125;140;236;266,6.117427796625,3.461239949274606,0.0,20.7750464699643,3.879152047873163,0.2626367113776711
12;34;62;106;127;165;211;266,5.791305894875,2.8262845936998526,0.011278195500000001,20.811692701815566,4.536508232423931,0.2626268581093324
28;68;101;140;211;222;236;266,5.544035593249999,2.4403430910006794,0.01708074535714286,21.198290692754732,3.5218994732667084,0.26257413152199394
62;82;91;101;121;127;236;293,6.223791027124999,3.301078013189514,0.020186335392857142,20.908865927836143,3.81730248858834,0.2625532341883438
1;28;68;82;85;101;128;284,6.5777130515,3.222943864973109,0.032795031071428574,18.251614517785654,3.4379312047629824,0.2625498917471935
67;68;82;85;121;140;211;245,5.9950770349999996,3.047363671244257,0.013392857142857142,20.584585431044708,3.597543982433984,0.26254010126079463
28;68;85;86;127;211;257;293,6.702413148874999,3.2520298373428163,0.017857142857142856,15.434503121167037,3.830901104672293,0.2625189545331614
12;66;82;101;127;128;140;266,6.6460705185,3.1033337972227635,0.03185907046428572,16.561560958857648,3.7709736326024728,0.26240038954897626
28;62;80;86;101;211;236;266,5.824910596125,2.5265520611474166,0.01708074535714286,18.938469041750828,3.8823333725127016,0.26230708713360457
1;12;80;91;101;236;293;316,6.255336601874999,3.4443166358092183,0.0,19.19777799976284,3.8845191355142057,0.26225942491377563
12;34;62;66;82;120;211;266,6.041737625875,2.9114937661196647,0.011278195500000001,18.82714378671767,4.355999002846616,0.26220168988087855
67;82;118;127;140;211;245;293,6.390183089625,3.259144405111974,0.018571428571428572,18.654808330540074,4.155455299318802,0.2620662450900212
28;82;127;140;211;236;284;316,5.723457391249999,2.487324596863644,0.022857142857142857,20.309704783783257,4.081552361176967,0.2619810100028764
67;68;82;85;101;127;140;211,7.026745837375,3.737166493716806,0.01708074535714286,15.460908202979258,3.857289395087722,0.26183896603084383
66;118;140;211;236;255;300;316,6.201945206625,2.834526940019945,0.0,15.252910633897914,4.0450600353813915,0.261776977725971
1;12;34;101;125;140;235;236,6.443258876125,3.6700432525757103,0.0,18.84987734328048,3.8646136313864603,0.2617651944432844
12;91;118;120;128;140;211;300,6.7275099176249995,3.109818583620882,0.034937888214285714,16.044620936731047,3.8639812965430997,0.2617552721704005
12;62;118;128;140;211;276;316,5.95411554825,2.542125666035855,0.03565217392857143,19.819458440460384,4.277191553464247,0.2615893952748025
1;12;16;62;91;101;125;236,7.059582817999999,4.333153506339713,0.0,17.38107986854111,3.594617843280332,0.261580926685537
12;34;82;127;128;140;211;313,6.0458167275,2.521470650313348,0.0304736025,18.106951853637653,4.436425963717563,0.2614314318534975
28;85;122;128;140;192;211;266,6.1600065995,2.9750827483142954,0.01708074535714286,18.642742035260962,3.8187906856308658,0.26137578916967613
68;82;127;211;222;228;316;318,5.661218832125,2.814079330595412,0.0,20.507958177895027,4.5713490432290165,0.26137224510937623
68;82;86;127;151;211;236;266,6.04165393075,2.8220837106567376,0.0,16.695268281613973,4.381521825509133,0.26122444764796443
67;82;101;128;140;228;236;257,6.405048822375001,3.157410562989174,0.01708074535714286,17.455691914719676,3.6045553824920264,0.2612067959803094
34;82;91;127;128;211;228;236,6.6755454615,3.075744842142085,0.01708074535714286,14.128480587306202,4.347519774991615,0.26119585325041467
12;34;91;101;211;236;284;293,6.19549997525,2.947961282171919,0.034937888214285714,20.140381338159212,4.146699455796221,0.2610443112671957
1;12;62;85;86;101;123;140,6.700848027125,3.6242544600630273,0.018571428571428572,17.984540081805203,3.6035755432512317,0.26101865455340617
12;62;120;128;211;228;233;266,6.179586790375,2.914338830611176,0.01708074535714286,17.943408092641974,4.430749134705903,0.2609869743009807
12;127;128;140;211;236;266;284,6.165381884,2.7398389338407223,0.03993788821428572,19.507866667901776,4.470146721093804,0.26090462326556957
1;85;99;101;127;236;257;293,7.1233525019999995,4.12280751444409,0.0,15.09426966880879,3.8854039977048918,0.2608217147108237
62;66;82;127;128;211;245;257,6.868442782000001,3.2468739808701126,0.03185907046428572,15.08332538589673,4.0640056366476385,0.26073308415370855
28;68;82;127;140;211;236;293,5.8695472754999996,2.680092705690071,0.03642857142857143,21.614152199433924,3.864858866829793,0.2606582687401129
1;12;91;123;140;211;228;266,6.303483423875,3.176623199131776,0.015714285714285715,18.365387894776713,4.036648722039833,0.2606136171779647
28;91;127;140;211;228;233;316,6.31399620125,3.0114189972884455,0.01612903225,17.110949562884137,4.422627376452646,0.26059504018304297
